2,6,27.96
2,6,27.96
4,4,26.87
4,4,26.87
4,4,26.87
4,3,26.87
4,3,26.87
4,3,26.87
4,1,26.87
4,1,26.87
4,1,26.87
5,2,26.879
9,3,27.01
9,3,27.01
